Name,Org Type 1,Org Type 2,Org Type 3,Org Type 4,Org Type 5,Org Type 6,Primary eMail,Website,Telephones,Main Address,Main Address State,Registered Address,Registered Address State,Contact 1 Name,Contact 1 Designation,Contact 1 eMail,Contact 1 Telephones,Contact 2 Name,Contact 2 Designation,Contact 2 eMail,Contact 2 Telephones,Brief Information,Year of Establishment,GuideStar Url
Mrityunjoy Nagar Mukti Tirtha,Direct Service,,,,,,,www.mrityunjoynagarmt.org,"918016895857,918016453599","Vill + Po: Mrityunjoy Nagar,,Ps: Sagar,,South 24 Parganas,West Bengal,743373",West Bengal,,,,,,,,,,,"Mrityunjoy Nagar Mukti Tirtha is located in South 24 Parganas, West Bengal. Its working on Paddy Research, Conservation of traditional varieties seed, Food security, Thalasemia Patient help and Women Empowerment. Approx 11,000 people served",2005,http://www.guidestarindia.org/Summary.aspx?CCReg=9778
MUMMY FOUNDATION CHARITABLE TRUST,Direct Service,,,,,,,,919632778787,"A 5 Aarohi Royale Bglw., Nr Sobo Center, Ahmedabad,,Ahmedabad,Gujarat,380058",Gujarat,"No. 34, Rani Enclave, 4th Main, Munireddy Layout, Church Street, Hormavu,,Bangalore,Bengaluru (Bangalore) Urban,Karnataka,560043",Karnataka,,,,,,,,,"Mummy Foundation Charitable Trust is located in Bangalore, Karnataka.",2013,http://www.guidestarindia.org/Summary.aspx?CCReg=9784
MY PEOPLE WELFARE ORGANISATION,Advocacy & Campaigning,Network,,,,,,www.mypeoplewelfare.org,"919848784900,919848784900","H.No. 14-10-14,Panduranga Puram,Khammam,Telangana,507002",Telangana,"1-2-3/1/A Ysr Road No 1,Panduranga Puram,Khammam,Telangana,507002",Telangana,,,,,,,,,"We are involved in butterfly program for adolescent girls and women  for hygiene, and also My Promise Program for cases of attempted suicide for people in  stress",2015,http://www.guidestarindia.org/Summary.aspx?CCReg=9763
NANA NANI FOUNDATION,Advocacy & Campaigning,Direct Service,Intermediary,Support,,,,http://www.nanananifoundation.org,"919632906902,912240358585","324, A to Z Estate, G. K. Kadam Marg, Lower Parel(W),,Mumbai,Maharashtra,400013",Maharashtra,"73,Sunita 98, Cuff Parade,Mumbai,Maharashtra,400005",Maharashtra,,,,,,,,,"Nana Nani Foundation is located in Mumbai, Maharashtra.",2001,http://www.guidestarindia.org/Summary.aspx?CCReg=9764
NEW LIFE TRUST,Direct Service,,,,,,,http://www.newlifetrust.org.in,919524157736,"No,6,V.N.S.Nagar,Near Railway Track, Society Colony, Karumandapam,,Trichy,Tiruchirappalli,Tamil Nadu,620001",Tamil Nadu,,,S Sankara,Managing Trustee,,,,,,,"New Life Trust is located in Trichy, Tamil Nadu.",2009,http://www.guidestarindia.org/Summary.aspx?CCReg=9771
RAMRAJA SARKAR SHIKSHA PRASAR SAMITI,Direct Service,,,,,,,www.ramrajasarkar.org.in,919406730806,"1870,Neer Railway Crossing Ward  No. -5,Harpalpur,Chhatarpur,Madhya Pradesh,471111",Madhya Pradesh,,,Archana  Tripathi,Secretary,,,,,,,"Ramraja Sarkar Shiksha Prasar Samiti is located in Chhatarpur, Madhya Pradesh.",2000,http://www.guidestarindia.org/Summary.aspx?CCReg=9769
RASHTRAHITAM SOCIAL ORGANIZATION,Direct Service,,,,,,,,917060103665,"Sheetal Sadan Viswanathpuram Colony  Street No 1 Dhanipur Aligarh U.P.,Infront Of Goga Ji Palace  G. T. Road,Dhanipur,Aligarh,Uttar Pradesh,202001",Uttar Pradesh,,,,,,,,,,,"We are a new organization working in the skill field and we want work for society development all type activities such as health, education, skill, micro finance etc",2016,http://www.guidestarindia.org/Summary.aspx?CCReg=9736
RASHTRIYA MANAV SANSADHAN EVAM VIKAS SANSTHAN,Direct Service,Support,,,,,,,"919413336058,911412552405","140, Milap Nagar, Tonk Road, Jaipur,Jaipur,Rajasthan,302018",Rajasthan,,,,,,,,,,,"Rashtriya Manav Sansadhan Avem Vikas Sansthan is located in Jaipur, Rajasthan.",1987,http://www.guidestarindia.org/Summary.aspx?CCReg=9742
RESQ CHARITABLE TRUST,Advocacy & Campaigning,Direct Service,Grant-making,Intermediary,Network,Support,,www.resqct.org,"917020425502,918805667777","102, Silver Leaf Apartments, 43, Gokhale Road,Pune,Maharashtra,411016",Maharashtra,,,Neha Panchamiya,President,neha@resqct.org,,,,,,"RESQ is a not-for-profit organisation that works towards the rescue and rehabilitation of injured, sick and homeless animals of all kinds, providing 100% free medical treatment and care for street animals, and conducting awareness and education programmes to help minimise human-animal conflict.We are one of India’s most active citywide rescue services, and provide aid to over 250+ animals every single day. We also function as Pune’s only Canine Rabies Quarantine and Testing Facility, and have pioneered the city’s only scientifically-backed Stray Dog Census in our efforts to determine efficient ways to promote peaceful coexistence for both human and animal welfare alike.",2007,http://www.guidestarindia.org/Summary.aspx?CCReg=9757
RIGHTS EDUCATION AND DEVELOPMENT CENTRE,Advocacy & Campaigning,Direct Service,Network,,,,,http://www.readindia.org.in,"919976123011,919842090035","195, MGR Nagar, Bannari Main Road,Kombupallam,Sathyamangalam,Erode,Tamil Nadu,638401",Tamil Nadu,"64, Puduvalavu,Puliyenkombai via,Sathyamangalam,Erode,Tamil Nadu,638401",Tamil Nadu,,,,,,,,,"Rights Education and Development is grass root organization working at Erode District for Dalits, Tribals and Most Marginalized Communities.We focus on Children, Young Adolescent Girls and Women.Nearly 5000 Children, 200 Adolescent Girls and 2500 Womens are benefitted.",2001,http://www.guidestarindia.org/Summary.aspx?CCReg=9770
ROMAN CATHOLIC DIOCESAN SOCIAL SERVICE SOCIETY AJMER,Direct Service,Support,,,,,,www.rcdsss.org,"919460177710,911452671003,911452670320","Disha-RCDSSS, Near Igmenz Iti,Madar Power House,Madar,Ajmer,Rajasthan,305024",Rajasthan,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9703
SAM AND JANE FOUNDATION,Direct Service,,,,,,,http://www.samandjanefoundation.org,917093882111,"Flat No. 104, KKR Arcade, 2nd Line Vasantharayapuram,Vasantharayapuram,Guntur,Andhra Pradesh,522001",Andhra Pradesh,,,,,,,,,,,"Established in 2016, we work towards betterment of lives of most underprivileged community around us by helping them to meet basic requirements like education and health. We also work on environmental issues like planting saplings in communities and schools.",2016,http://www.guidestarindia.org/Summary.aspx?CCReg=9767
SANJIVANI VIKAS SEWA SAMITI,Direct Service,,,,,,,,"919058062470,915947273162","Moh.Alli Khand Behind Madina Masjid,,Shiv Colony Ramnagar Road,Kashipur (U.S.Nagar),Nainital,Uttarakhand,244713",Uttarakhand,,,,,,,,,,,"Sanjivani Vikas Sewa Samiti is located in Nainital, Uttarakhand.",2014,http://www.guidestarindia.org/Summary.aspx?CCReg=9765
"Sarjan Foundation, Ahmedabad",Direct Service,,,,,,,sarjanfoundation.com,917926300427,"4, Arya Apts,B/h L D Engineering College Hostels , Near Kashiram Agrawal Hall, Polytechnic,Ahmedabad,Gujarat,380015",Gujarat,,,,,,,,,,,"With its different Centers of learning it grooms the underprivileged youngsters with employable skills by training in Welding, Wiring, Turning, Fabrication, Basic Computer operating skills  , Web Technology (PHP), Engineering Design (Auto CAD), Mobile Application Development (Android), Tally Erp-9. So far it has trained over 2700 candidates and made them self reliant. Besides skilling youngsters, the Foundation has supported  education of the 823 students from Primary to Post Graduate and professional level courses of weaker sections by providing them scholarships.It also organised 211 eye camps  where 1,55,380 out patients were examined, 88162 pairs of specs were distributed and 8557 cataract patients  surgeries were performed.",1997,http://www.guidestarindia.org/Summary.aspx?CCReg=9754
Shree Shanishwar Seva Sanstha,Direct Service,,,,,,,,919998002769,"82A,Gayatri Park Society,Near Abhilasha Char Rasta,New Sama Road,Near Sundarvan Society,Vadodara,Gujarat,390024",Gujarat,,,,,,,,,,,"Shree Shanishwar Seva Sanstha is located in Vadodara, Gujarat.",2011,http://www.guidestarindia.org/Summary.aspx?CCReg=9766
Social Impact Development Foundation,Advocacy & Campaigning,Support,,,,,,www.sidfindia.org,917053144432,"No.219 ,Pocket 40, 2nd flr , C.R Park,New Delhi,South Delhi,Delhi,110019",Delhi,"No.219 , Pocket 40 , 2nd floor , Kalkaji ,,New Delhi,South Delhi,Delhi,110019",Delhi,,,,,,,,,"Social Impact Development Foundation (SIDF) working in rural development in India, in the vertical of Health , Education, Livelihood ,  Environment. At SIDF we strive for transformation through path breaking work and have good governance and institutional mechanisms. SIDF envisions to contribute to rural development by strengthening partner NGOs that are successful in bringing about a lasting change. We stand testimony to the fact that only strong governance structures management capabilities and reliable impact measurement systems within NGOs can help them take up and sustain high impact, complex and social transformational projects which can also be scaled and replicated leading to socio economic empowerment of communities.",2015,http://www.guidestarindia.org/Summary.aspx?CCReg=9726
Society for Protecting Ophiofauna & Animal Rights,Advocacy & Campaigning,Direct Service,Support,,,,,www.spoar.org.in,"919832090072,919831060229","Care of Shyama Prasad Pandey,Sen Para (near Sandipan Byamagar),Jalpaiguri,West Bengal,735101",West Bengal,"C/O Shyama Prasad Pandey,Sen Para (near Sandipan Byamagar),Jalpaiguri,West Bengal,735101",West Bengal,,,,,,,,,"SPOAR works to permanently conserve & protect nature and habitats everywhere across India against irresponsible development threats in our natural heritage. SPOAR engages people in scientific field research and education to promote the understanding and action necessary for a sustainable environment. We promote environmentally sustainable action. We work with educators to help them bring their experiences back to the classroom to foster new generations of environmental leaders. Our wildlife and the wilderness are in crisis. to ensure that industry and government uphold their responsibility to protect, watersheds, forests, and other important habitats that wildlife depend on, we pursue various wings of administration to took prompt measures.",2014,http://www.guidestarindia.org/Summary.aspx?CCReg=9732
Sulekha Jadavpur Gtech Foundation,Direct Service,Support,,,,,,www.gtech.org.in,"919433152880,913324140176,918282986417","C/27, Ramkrishna Upanibesh,1st Floor, Sulekha, Jadavpur,Kolkata,West Bengal,700092",West Bengal,,,,,,,,,,,"Sulekha Jadavpur Gtech Foundation is located in Kolkata, West Bengal.",2014,http://www.guidestarindia.org/Summary.aspx?CCReg=9761
Suri IT Soft Technologies Society,Direct Service,,,,,,,https://itsofttechnologies.wordpress.com,"919851607201,917031310075","West Lalkuthi Para (Near Firebrigade),P.O-Suri,Suri,Birbhum,West Bengal,731101",West Bengal,,,Ayan Mukherjee,Secretary,,,,,,,"Suri IT Soft Technologies Society is located in Birbhum, West Bengal.",2014,http://www.guidestarindia.org/Summary.aspx?CCReg=9730
The Good Shepherd Agricultural Mission,Support,,,,,,,http://www.indianorphanage.com,918859709702,"Strong Farm,Banbasa,Champawat,Uttarakhand,262310",Uttarakhand,,,Warwick G. Shipway,Director,office@indianorphanage.com,,,,,,"If the word “orphanage” makes you think of some grim loveless institution, you should plan a visit to the Good Shepherd Agricultural Mission. Here you’ll find seventy-five children living in five separate hostels, with boys and girls separated above nursery age. A diverse and inclusive family, our orphanage is full of fun and laughter. As we have learned, family doesn’t always mean where you were born. It’s who loves you. And love is something there is plenty of at the GSAM.",1952,http://www.guidestarindia.org/Summary.aspx?CCReg=9693
THE SIDHARDHA EDUCATIONAL  AND RURAL DEVELOPMENT SOCIETY,Direct Service,Network,,,,,,WWW.serds.in,918074956834,"8-21-122,8TH WARD,Giddalur,Prakasam,Andhra Pradesh,523357",Andhra Pradesh,"8-21-122,8th ward,Giddalur,Prakasam,Andhra Pradesh,523357",Andhra Pradesh,,,,,,,,,"SERDS was registered under Societies Registration Act XXI of 1860.with Registration No.475of 1992.The Organization from its inception has been working for the health, socio economic and environmental development and in particular for the development of the poor and downtrodden in Backward Districts of Andhra Pradesh and with special emphasis in   Prakasam Kurnool and  Guntur Districts, SERDS serves the poor, needy, down trodden and weaker sections irrespective of caste, creed and religion and it is a non profit and secular organization.",1992,http://www.guidestarindia.org/Summary.aspx?CCReg=9656
THE SPECIAL CHILD TRUST,Advocacy & Campaigning,Direct Service,Grant-making,,,,,http://www.specialchildtrust.org,919704406373,"Autism Center for Excellence, The Heritage School, Gate No. 4,Sector 62,Gurugram,Haryana,122005",Haryana,"R-205, Greater Kailash, Part-I,New Delhi,Delhi,110048",Delhi,Archana Nayar,Director,,,,,,,"The Special Child Trust is a non-profit organisation which has been set up as a national platform to raise awareness and funds for children with special needs.The Autism Centre of Excellence (ACE) is an initiative of The Special Child Trust to transform the autism education landscape in India by building a not-for-profit center for high quality research based education that trains teachers and educates children. It's goal is to create a world class facility for individuals with special needs of all functionalities focusing on Autism and other developmental delays, providing a holistic education based on sound scientific principles and preparing them for maximum independence in the social environment",2008,http://www.guidestarindia.org/Summary.aspx?CCReg=9741
Tripurapur Milan Tirtha,Advocacy & Campaigning,,,,,,,www.tmtindia.co.in,"913324700741,919830406806","Soumen Kumar Kayal Vill Po Alampur Ps Nodakhali,REG. OFF : VILL TRIPURAPUR PO JAMIRA PS FALTA DIST S 24 PARGANAS PIN 743504,Kolkata,South 24 Parganas,West Bengal,743318",West Bengal,"Vill Tripurapur, Po Jamira Ps Falta Dist S 24 Pgs,Diamond Harbour,South 24 Parganas,West Bengal,743504",West Bengal,,,,,,,,,"TMT IS A REGISTERED SOCIAL WELFARE ACTIVE NON-PROFIT SOCIETY IN THE FIELD OF LITERACY - HEALTH - SELF RELIANT ACTIVITIES WITH COMMUNITY NEED AND PARTICIPATION INVOLVEMENT FOR SOCIAL CHANGES IN REMOTE RURAL AREA OF SOUTH 24 PARGANAS DISTRICT IN WEST BENGAL SINCE 1988. COMPUTER LITERACY, LEGAL AID AWARENESS AND SERVICES, HEALTH EDUCATION - AWARENESS AND CAMPS, MELA AND FESTIVALS, ENVIRONMENTAL AWARENESS AND PROTECTION, SELF HELP GROUP AND OTHERS, VAN RISKOW DISTRIBUTION AMONG RURAL POOR ETC SEVERAL COMPONENT OF OUR ACTIVITIES ATRACT THE COMMUNITY IN OUR AREA FOR DEVELOPMENT OF THE COMMUNITY THROUGH THEIR INVOLVEMENT PARTICIPATION AND SUPPORTS. ABOUT 20000 POPULATION DIRECTLY AND 100000 POP. INDIRECTLY INVOLVED WITH OUR ACTIVITIES EVERY YEAR.",1992,http://www.guidestarindia.org/Summary.aspx?CCReg=9781
TRUST FOR INTEGRATED SUSTAINABLE DEVELOPMENT,Support,,,,,,,,919894548395,"287/1,Thyagaraya Nagar,Gandhigram,Dindigul,Tamil Nadu,624302",Tamil Nadu,"11-57/55, East Street, Near Primary Health Centre, A. Nadupatty (Po),Dindigul,Tamil Nadu,624302",Tamil Nadu,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9762
"Uddhar Multipurpose Society, Yavatmal",Direct Service,Support,,,,,,,919657060589,"57, Shirbhate Plots,Bangar Nagar,Yavatmal,Maharashtra,445001",Maharashtra,,,,,,,,,,,"Udhhar is a registered society, registered in 2010. We are focusing on 2 important districts of Maharashtra namely Yavatmal and Gadchiroli. We are working on the suicide prevention of Farmers in Yavatmal District and focusing on health and education in Gadchiroli. We have served 2200 people so far with the team of committed people. We ensure transparent dealing through our organization.",2010,http://www.guidestarindia.org/Summary.aspx?CCReg=9731
UJAS CHARITABLE TRUST,Direct Service,,,,,,,,919714984639,"13/A Pashwarnath Society,Opp.Mahadev Bungalosw, Tactor Starline,Nagalpur,Mehsana,Gujarat,384002",Gujarat,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9733
Unlearning Foundation,Direct Service,,,,,,,www.life-lab.org,918087802552,"Sr. No. 41, 2nd floor, Maulikrupa Apts.,Near Supreme bakery, Ganesh Puri Society,Warje Malwadi, Pune,Pune,Maharashtra,411052",Maharashtra,"Flat no. 14, Kritika (B) Apts,,Lane no. 9, Dahanukar Colony, Kothrud,Pune,Maharashtra,411052",Maharashtra,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9645
